video_id,paragraph,questions
MjbuarJ7SE0,"So h returns None.
Back to whoever called it, which was this code inside g.
So that gets replaced with None-- the thing that I've-- this circled red h here.
As soon as h returns, we're going to get rid of that scope-- all the variables created within it-- and we're done with h.
So now we're back into g.
And we just finished executing this and this got replaced with None.
We're not printing it out, so this doesn't show up anywhere; it's just there.
So we're finished with that line.
And the next line is return x.
So x inside g is 4, so 4 gets returned back to whoever called it, which was in the global scope here.
So this gets replaced with 4.
So once we've returned x, we've completely exited out of the scope of g, and we've come back to whoever called us, which was global scope and we've replaced z is equal to g of x and that completely got replaced with 4-- the returned value.
So that's sort of showing nested functions.
All right just circling back to decomposition-abstraction.
This is the last slide.
You can see if you look at the code associated with today's lecture, there are some other examples where you can see just how powerful it is to use functions.
And you can write really clean and simple code if you define your own functions and then just use them later.","39:49 If the function h() had a return at the end, would the outer function have returned x as 'abc' instead of 4?"
MjbuarJ7SE0,"So inside func_b, y has the value 2, and I'm returning 2 back to whoever called me.
So this is the value 2 and I'm going to print 5 plus 2, which is 7.
Last one.
This is the trickiest.
Oop, that popped up.
If you think you've got it, try that exercise.
But otherwise follow along.
print func_c func_a.
So I see that I am going to enter func_c's scope.
So I'm going to look at what func_c does.
First thing I do is I'm mapping all the parameters.
Don't even worry about the fact that this is a function right now.
Just pretend it's x or something.
So you say func_a is going to get mapped to the variable z inside func_c.","29:03 ""so z is func_c"" should have been ""so z is func_a"""
MjbuarJ7SE0,"So using global variables, you can be inside a function and then modify a variable that's defined outside of your function.
And that sort of defeats the purpose of functions and using them in writing these coherent modules that are separate.
That said, it might sometimes be useful to use global variables, as you'll see in a couple lectures from now.
OK cool.
So let's go on to the last scope example.
OK this slide is here, and notice I've bolded, underlined, and italicized the Python Tutor, because I find it extremely helpful.
So the Python Tutor-- as I've mentioned in one of the assignments-- it was actually developed by a grad student here, or post-grad student slash post-doc here.",34:00 what is the difference between incrementing x and printing x? it is defined in the same place relative to g() and h()
N2lwsB1qfJw,"And I ask the question, how close is y hat_ i to y_i? And the performance metric is going to be the measure of how close y hat_i is to y_i.
And normally it's designed so that the smaller the metric, the better the prediction performance.
It's an error measure.
Some people call it prediction performance metric, the prediction error as a result.
So there are a few which are very commonly used.
The first one is the mean square error.
So this here, uh, is the two-norm.
Let me just mark it here.","Hi guys, in the slice of the time 2:30 demos different prediction metrcs. However a type of notation is confusing (may be a silly question): when prof said y_i or y hat_i, what is the subscript i? It seem an index symbol however which is supposed to put in the bottom right. What was shown is in the top right position of y. Much appreciate if any guy got an answer, thanks."
Nsc0Yluf2yc,"And the way we do that as I said is simply by taking the dark green representations of the output layer here and using them as inputs to subsequent blocks so they get attended to, and we proceed with the subsequent regularization and feed-forward steps just as before.
And when you work with these models in Hugging Face, if you ask for all of the hidden states, what you're getting is a grid of representations corresponding to these output blocks in green here.
And of course, just as a reminder I'm not indicating it here but there is actually multi-headed attention of each one of these blocks through each one of the layers.
So there are a lot of learned parameters in this model, especially if you have 12 or 24 attention heads.
At this point, I'm hoping that you can now fruitfully return to the original Vaswani, et al paper and look at their model diagram and get more out of it.
For me, it's kind of hyper compressed but now that we've done a deep dive into all the pieces, I think this serves as a kind of useful shorthand for how all the pieces fit together.","Is there a mistake at 09:50? ""You have 12 or 24 attention heads""; shouldn't that be 12 or 24 layers with as many attention heads as the length of tokens in the input / output sequence? Also, this is VERY well done lecture series! We will probably have our own NLU course at our university based on these materials! This is a huge service for the next generation of natural language related data scientists!"
Nu8YGneFCWE,"I want to generalize this to be a family of hash functions, which are this habk for some random choice of a, b in this larger range.
All right, this is a lot of notation here.
Essentially what this is saying is, I have a has family.
It's parameterized by the length of my hash function and some fixed large random prime that's bigger than u.
I'm going to pick some large prime number, and that's going to be fixed when I make the hash table.
And then, when I instantiate the hash table, I'm going to choose randomly one of these things by choosing a random a and a random b from this range.
Does that makes sense? AUDIENCE: [INAUDIBLE] JASON KU: This is a not equal to 0.
If I had 0 here, I lose the key information, and that's no good.",Universal hash function hash(k) = (((ak + b) mod p) mod m) at 41:31 How do we know the key value (k)? Can anyone explain?
Nu8YGneFCWE,"So basically, if I fix this location i, this is where this key goes.
Sorry.
This is the size of chain at h of Ki.
Sorry.
So I look at wherever Ki goes is hashed, and I see how many things collide with it.
I'm just summing over all of these things, because this is 1 if there's a collision and 0 if there's not.
Does that make sense? So this is the size of the chain at the index location mapped to by Ki.
So here's where your probability comes in.
What's the expected value of this chain length over my random choice? Expected value of choosing a hash function from this universal hash family of this chain length-- I can put in my definition here.
That's the expected value of the summation over j of xij.
What do I know about expectations and summations? If these variables are independent from each other-- AUDIENCE: [INAUDIBLE] JASON KU: Say what? AUDIENCE: [INAUDIBLE] JASON KU: Linearity of expectation-- basically, the expectation sum of these independent random variables is the same as the summation of their expectations.","48:50 As I learned in 6.042j 2010 from Prof. Leighton, Linearity of Expectation holds regardless of mutual independence property. Correct me if I misunderstood."
Nu8YGneFCWE,"So this is equal to the summation over j of the expectations of these individual ones.
One of these j's is the same as i.
j loops over all of the things from 0 to u minus 1.
One of them is i, so when xhi is hj, what is the expected value that they collide? 1-- so I'm going to refactor this as being this, where j does not equal i, plus 1.
Are people OK with that? Because if i equals-- if j and i are equal, they definitely collide.
They're the same key.
So I'm expected to have one guy there, which was the original key, xi.
But otherwise, we can use this universal property that says, if they're not equal and they collide-- which is exactly this case-- the probability that that happens is 1/m.
And since it's an indicator random variable, the expectation is there are outcomes times their probabilities-- so 1 times that probability plus 0 times 1 minus that probability, which is just 1/m.
So now we get the summation of 1/m for j not equal to i plus 1.
Oh, and this-- sorry.
I did this wrong.","Question: At 51:00 Jason says that chain length is constant if m is at least order n. Will 1+((n-1)/m) not be between 1 and 2 which is not constant. If m is massive and n is massive then 1+((n-1)/m) would be about 2. If massive and n is small, say m=10000000 and n=1, then 1+((n-1)/m) is about 1. I am not great at probability, which is probably why I don't understand. Thanks for any clarification.
At 50:51, shouldn't that be less than or equal to as probability 1/m is an upper bound to the probability of two keys having the same hash value?"
Nu8YGneFCWE,"So what I would need to do-- and if I was storing your keys as MIT IDs, I would need an array that has indices that span the tire space of nine-digit numbers.
That's like 10 to the-- 10 to the 9.
Thank you.
10 to the 9 is the size of a direct access road off to build to be able to use this technique to create a direct access array to search on your MIT IDs, when there's only really 300 of you in here.
So 300 or 400 is an n that's much smaller than the size of the numbers that I'm trying to store.
What I'm going to use as a variable to talk about the size of the numbers I'm storing-- I'm going to say u is the maximum size of any number that I'm storing.",Great video! Thank you MIT OCW :) 18:37...how is it 10^9? Can someone please explain?
Nu8YGneFCWE,"This isn't u.
This is n.
We're storing n keys.
OK, so now I'm looping over j-- this over all of those things.
How many things are there? n minus 1 things, right? So this should equal 1 plus n minus 1 over m.
So that's what universality gives us.
So as long as we choose m to be larger than n, or at least linear in n, then we're expected to have our chain lengths be constant, because this thing becomes a constant if m is at least order n.","51:20 shouldn't be n-2? instead n-1, the result of the sum, bc one of the n-1 elements is not counted and that's when j=i, can anyone explain? thanks!"
OgO1gpXSUzU,"A pretty small number.
But the probability of 26 consecutive reds when the previous 25 rolls were red is what? No, that.
AUDIENCE: Oh, I thought you meant it had been 26 times again.
JOHN GUTTAG: No, if you had 25 reds and then you spun the wheel once more, the probability of it having 26 reds is now 0.5, because these are independent events.
Unless of course the wheel is rigged, and we're assuming it's not.
People have a hard time accepting this, and I know it seems funny.
But I guarantee there will be some point in the next month or so when you will find yourself thinking this way, that something has to even out.","I feel like the slide at 22:00 is a good opportunity to introduce probability notation, since in English the second sentence sounds really misleading. The first sentence is P(26 consecutive reds). The second sentence is P(26 consecutive reds | the FIRST 25 are red). Strictly speaking the second sentence is grammatically incorrect, what the professor means is ""Probability of a single roll being red, given that the last 25 were red."" This makes it WAY easier to understand that rolls are not correlated. What is written on the slide makes it sound like there are 26+25 rolls taking place.
22:10 I understand (I think, I hope) that concept of independence, but then it is said we assume the wheel is not rigged. But is this assumption justified after 25 consecutive reds? Probably yes, things like this happen (and we don't forget them for decades), but on the other hand, at how many consecutive reds should we become suspicious?"
OgO1gpXSUzU,"All right, so we've got one flip, and it came up heads.
And now I can ask you the question-- if I were to flip the same coin an infinite number of times, how confident would you be about answering that all infinite flips would be heads? Or even if I were to flip it once more, how confident would you be that the next flip would be heads? And the answer is not very.
Well, suppose I flip the coin twice, and both times it came up heads.
And I'll ask you the same question-- do you think that the next flip is likely to be heads? Well, maybe you would be more inclined to say yes and having only seen one flip, but you wouldn't really jump to say, sure.
On the other hand, if I flipped it 100 times and all 100 flips came up heads, well, you might be suspicious that my coin only has a head on both sides, for example.
Or is weighted in some funny way that it mostly comes up heads.
And so a lot of people, maybe even me, if you said, I flipped it 100 times and it came up heads.
What do you think the next one will be? My best guess would be probably heads.
How about this one? So here I've simulated 100 flips, and we have 50 heads here, two heads here, And 48 tails.
And now if I said, do you think that the probability of the next flip coming up heads-- is it 52 out of 100? Well, if you had to guess, that should be the guess you make.
Based upon the available evidence, that's the best guess you should probably make.
You have no reason to believe it's a fair coin.","At 8:30 he misses implications of Bayes theorem - if you observe 52 heads from 100 flips, it is still much more likely that the coin is fair than biased. Because as he mentions, there are many many more fair coins and dice our there than weighted ones. The probably you have to assess is P(52 heads | coin is fair) * P(coin is fair) vs P(52 heads | coin is biased) * P(coin is biased). Far more likely that it is fair."
OgO1gpXSUzU,"And that gets us to what's in some sense the fundamental question of all computational statistics, is how many samples do we need to look at before we can have real, justifiable confidence in our answer? As we've just seen-- not just, a few minutes ago-- with the coins, our intuition tells us that it depends upon the variability in the underlying possibilities.
So let's look at that more carefully.
We have to look at the variation in the data.
So let's look at first something called variance.
So this is variance of x.
Think of x as just a list of data examples, data items.
And the variance is we first compute the average of value, that's mu.
So mu is for the mean.
For each little x and big X, we compare the difference of that and the mean.",32:31 what is the symbol | X | is it the same as the symbol n?
OgO1gpXSUzU,"And they see this confidence interval and say, what does that really mean? Most people don't know.
But it does have a very precise meaning, and this is it.
How do we compute confidence intervals? Most of the time we compute them using something called the empirical rule.
Under some assumptions, which I'll get to a little bit later, the empirical rule says that if I take the data, find the mean, compute the standard deviation as we've just seen, 68% of the data will be within one standard deviation in front of or behind the mean.
Within one standard deviation of the mean.
95% will be within 1.96 standard deviations.
And that's what people usually use.
Usually when people talk about confidence intervals, they're talking about the 95% confidence interval.
And they use this 1.6 number.
And 99.7% of the data will be within three standard deviations.
So you can see if you are outside the third standard deviation, you are a pretty rare bird, for better or worse depending upon which side.
All right, so let's apply the empirical rule to our roulette game.
So I've got my three roulette games as before.
I'm going to run a simple simulation.
And the key thing to notice is really this print statement here.","14:32 Either his understanding of the FairRoulette script is not good, or he is misspeaking. totPocket is the amount won, not the number you get right, betPocket does not return 0, it returns the negative bet playRoulette is missing the final parameter ""toPrint"" in the definition on the slide playRoulette's expected return does not correctly calculate because it does not use bet size 40:45 code is incomplete and looks wrong, too. :("
OgO1gpXSUzU,"But you wouldn't bet that it would have fewer than 5.
Because of this, if you now look at the average of the 20 spins, it will be closer to the mean of 50% reds than you got from the extreme first spins.
So that's why it's called regression to the mean.
The more samples you take, the more likely you'll get to the mean.
Yes? AUDIENCE: So, roulette wheel spins are supposed to be independent.
JOHN GUTTAG: Yes.
AUDIENCE: So it seems like the second 10-- JOHN GUTTAG: Pardon? AUDIENCE: It seems like the second 10 times that you spin it.
Like that shouldn't have to [INAUDIBLE]..
JOHN GUTTAG: Has nothing to do with the first one.
AUDIENCE: But you said it's likely [INAUDIBLE]..
JOHN GUTTAG: Right, because you have an extreme event, which was unlikely.
And now if you have another event, it's likely to be closer to the average than the extreme was to the average.
Precisely because it is independent.
That makes sense to everybody? Yeah? AUDIENCE: Isn't that the same as the gambler's fallacy, then? By saying that, because this was super unlikely, the next one [INAUDIBLE].
JOHN GUTTAG: No, the gambler's fallacy here-- and it's a good question, and indeed people often do get these things confused.
The gambler's fallacy would say that the second 10 spins would-- we would expect to have fewer than 5 reds, because you're trying to even out the unusual number of reds in the first Spin Whereas here we're not saying we would have fewer than 5.",what is he throwing at 26:22 and why? I noticed this already in the previous video... what is it it about?
OgO1gpXSUzU,"Here it says, ""in repeated independent tests with the same actual probability, the chance that the fraction of times the outcome differs from p converges to 0 as the number of trials goes to infinity."" So this says if I were to spin this fair roulette wheel an infinite number of times, the expected-- the return would be 0.
The real true probability from the mathematics.
Well, infinite is a lot, but a million is getting closer to infinite.
And what this says is the closer I get to infinite, the closer it will be to the true probability.
So that's why we did better with a million than with a hundred.
And if I did a 100 million, we'd do way better than I did with a million.
I want to take a minute to talk about a way this law is often misunderstood.
This is something called the gambler's fallacy.
And all you have to do is say, let's go watch a sporting event.
And you'll watch a batter strike out for the sixth consecutive time.","Prof. Guttag is a good teacher but generally misleading. Around 20:00, while describing the Gambler's fallacy, Prof Guttag falls for the Ludic Fallacy. https://www.logicallyfallacious.com/logicalfallacies/Ludic-Fallacy"
OgO1gpXSUzU,"I did so badly on the midterm, I will have to do better on the final.
That was mean, I'm sorry.
All right, speaking of means-- see? Professor Grimson not the only one who can make bad jokes.
There is something-- it's not the gambler's fallacy-- that's often confused with it, and that's called regression to the mean.
This term was coined in 1885 by Francis Galton in a paper, of which I've shown you a page from it here.
And the basic conclusion here was-- what this table says is if somebody's parents are both taller than average, it's likely that the child will be smaller than the parents.
Conversely, if the parents are shorter than average, it's likely that the child will be taller than average.
Now you can think about this in terms of genetics and stuff.
That's not what he did.
He just looked at a bunch of data, and the data actually supported this.
And this led him to this notion of regression to the mean.
And here's what it is, and here's the way in which it is subtly different from the gambler's fallacy.
What he said here is, following an extreme event-- parents being unusually tall-- the next random event is likely to be less extreme.
He didn't know much about genetics, and he kind of assumed the height of people were random.
But we'll ignore that.","Correction: at 23:36, professor meant to say taller, than THEIR PARENTS (not shouting) :D
small error at 23:10 ""If the parents are taller than average, it's likely that the child will be smaller than the parents"" -- CORRECT ""Conversely, if the parents are shorter than average, it is likely that the child will be taller than average"" -- INCORRECT That 2nd phrase should have been: ""Conversely, if the parents are shorter than average, it is likely that the child will be taller than its parents"".
Around 23:35 he says ""taller than average"" when he should have said ""taller than the parents"" (and shorter than average).
For those that may be confused, he misspoke at 23:36 ""taller than average"" should have been ""taller than the parents"". In the case that parents are shorter than average, it is expected that their children will be taller than them, not taller than average.
23:33 this should be corrected to --> if the parents are shorter than average, the children are likely to be taller than the parents ( not taller than average).
Great professor! A slight hiccup on 23:38; I believe he meant to say if the parents are both shorter than average it is likely that the child will be taller than their parents (not average).
at 23:37 shouldn't it be ""taller than parents"" instead of ""taller than average""?
At 23:37, he said ""it's likely that the child will be taller than average,"" but he should have said (and probably meant to say) ""it's likely that the child will be taller than the parents "". EDIT: Oops, I just noticed muhammed ali already made this point."
OgO1gpXSUzU,"OK, but the idea is here that it will be less extreme.
So let's look at it in roulette.
If I spin a fair roulette wheel 10 times and get 10 reds, that's an extreme event.
Right, here's a probability of basically 1.1024.
Now the gambler's fallacy says, if I were to spin it another 10 times, it would need to even out.
As in I should get more blacks than you would usually get to make up for these excess reds.
What regression to the mean says is different.
It says, it's likely that in the next 10 spins, you will get fewer than 10 reds.
You will get a less extreme event.
Now it doesn't have to be 10.
If I'd gotten 7 reds instead of 5, you'd consider that extreme, and you would bet that the next 10 would have fewer than 7.","The slide at 25:05 is wrong ! For a system without memory (like a roulette), the past has NO EFFECT on future events. Therefore, the probability of any event remains the same, even after the occurrence of an extreme event. That means ; after an extreme event the system is exactly in the same state as it was when we started the game. After a sequence o 10 reds, the probability of getting a red at the next trial is just 18 ou of 37. Some people lost a lot of money in Monte-Carlo the day ""red"" turned up 26 times in a row. When doing Monte-Carlo simulations be careful of so-called ""cyclic"" random number generators. From a mathematical point of view, be aware that variance on the estimated mean value tends to zero as the number of trials increases, but the variance on the number of events does not. Check any good book on probability."
OgO1gpXSUzU,"So here is play roulette.
I've made game the class a parameter, because later we'll look at other kinds of roulette games.
You tell it how many spins.
What pocket you want to bet on.
For simplicity, I'm going to bet on this same pocket all the time.
Pick your favorite lucky number and how much you want to bet, and then we'll have a simulation just like the ones we've already looked at.
So the number you get right starts at 0.
For I and range number of spins, we'll do a spin.
And then tote pocket plus equal game dot that pocket.
And it will come back either 0 if you've lost, or 35 if you've won.
And then we'll just print the results.","Good lecture overall but there is a bug in the code at 14:32 and 15:25 -- playRoulette should instead print 100 * totPocket / (numSpins * bet). The output in his example only looks correct because `bet` is 1. If `bet` were 2 and `numSpins` were 1, it either prints ""-200%"" or ""7200%"" (obviously you can't lose more than 100% or win more than 3600%).
14:32 Either his understanding of the FairRoulette script is not good, or he is misspeaking. totPocket is the amount won, not the number you get right, betPocket does not return 0, it returns the negative bet playRoulette is missing the final parameter ""toPrint"" in the definition on the slide playRoulette's expected return does not correctly calculate because it does not use bet size 40:45 code is incomplete and looks wrong, too. :("
OgO1gpXSUzU,"So we can do it.
In fact, let's run it.
So here it is.
I guess I'm doing a million games here, so quite a few.
Actually I'm going to do two.
What happens when you spin it 100 times? What happens when you spin it a million times? And we'll see what we get.
So what we see here is that we do 100 spins.
The first time I did it my expected return was minus 100%.
I lost everything I bet.
Not so unlikely, given that the odds are pretty long that you could do 100 times without winning.
Next time I did a 100, my return was a positive 44%, and then a positive 28%.
So you can see, for 100 spins it's highly variable what the expected return is.
That's one of the things that makes gambling attractive to people.
If you go to a casino, 100 spins would be a pretty long night at the table.
And maybe you'd won 44%, and you'd feel pretty good about it.
What about a million spins? Well people aren't interested in that, but the casino is, right? They don't really care what happens with 100 spins.
They care what happens with a million spins.
What happens when everybody comes every night to play.
And there what we see is-- you'll notice much less variance.
Happens to be minus 0.04 plus 0.6 plus 0.79.
So it's still not 0, but it's certainly, these are all closer to 0 than any of these are.
We know it should be 0, but it doesn't happen to be in these examples.","Good lecture overall but there is a bug in the code at 14:32 and 15:25 -- playRoulette should instead print 100 * totPocket / (numSpins * bet). The output in his example only looks correct because `bet` is 1. If `bet` were 2 and `numSpins` were 1, it either prints ""-200%"" or ""7200%"" (obviously you can't lose more than 100% or win more than 3600%).
16:17... ""a positive 28 percent"". Better check again. I see a negative 28 percent."
OgO1gpXSUzU,"The next time they come to the plate, the idiot announcer says, well he struck out six times in a row.
He's due for a hit this time, because he's usually a pretty good hitter.
Well that's nonsense.
It says, people somehow believe that if deviations from expected occur, they'll be evened out in the future.
And we'll see something similar to this that is true, but this is not true.
And there is a great story about it.
This is told in a book by Huff and Geis.
And this truly happened in Monte Carlo, with Roulette.
And you could either bet on black or red.
Black came up 26 times in a row.
Highly unlikely, right? 2 to the 26th is a giant number.
And what happened is, word got out on the casino floor that black had kept coming up way too often.
And people more or less panicked to rush to the table to bet on red, saying, well it can't keep coming up black.
Surely the next one will be red.
And as it happened when the casino totaled up its winnings, it was a record night for the casino.
Millions of francs got bet, because people were sure it would have to even out.
Well if we think about it, probability of 26 consecutive reds is that."," I don't understand why, isn't the whole purpose of ""Law of Large Numbers"" to have a ""regression to the mean""? In the casino example 20:48 ""black came 26 times in a row"", so it's likely that ""regression to the mean"" rule will begin to correct this ""anomaly"", right? So the next 26 dices will have a slight bias to have - not 13/13 REDS/BLACKS, but maybe smth like 15/11 (slightly correcting the anomaly), right? Or even 14/12, right? (otherwise there's no regression to mean). If yes then you should switch to RED, right? Or did i completely misunderstood the ""regression to the mean"" rule?"
OgO1gpXSUzU,"Today we would think of a few microseconds, but those machines were slow.
Hence was born Monte Carlo simulation, and then they actually used it in the design of the hydrogen bomb.
So it turned out to be not just useful for cards.
So what is Monte Carlo simulation? It's a method of estimating the values of an unknown quantity using what is called inferential statistics.
And we've been using inferential statistics for the last several lectures.
The key concepts-- and I want to be careful about these things will be coming back to them-- are the population.
So think of the population as the universe of possible examples.
So in the case of solitaire, it's a universe of all possible games of solitaire that you could possibly play.","This guy made a lot of errors. One of the earliest ones is at 3:25 when he attempts to define Monte Carlo simulation. He mentions an unknown quantity but that is incorrect. Suppose for example I wanted to simulate a known quantity, perhaps just to confirm that my programming skills are still good. So I would have someone good in math compute the exact answer using the ""paper and pencil"" method, and I would use a computer to simulate it to get an approximation. According to his definition, I would NOT be doing Monte Carlo simulation because the value is known. To take that concept even farther, suppose I try to simulate an ""unknown"" quantity but unbeknownst to me, someone else already has the correct exact answer. According to his definition, that is also NOT Monte Carlo simulation. He didn't specify who the quantity is unknown to in the definition, therefore it is not a good definition because it is ambiguous. If you Google Monte Carlo simulation, you will see MUCH better definitions of it then the crappy definition presented here in this lecture. Another big problem with his definition is he states the random sample tends to exhibit the same behavior as the population from which it is drawn. That is NOT true if the population has some super rare occurrence we are looking for such as 1 out of 1 quintillion. Now suppose 2 people, each with a computer, can simulate 1 trillion random samples. Since they are still 6 orders of magnitude below the full population size, it is VERY likely that they will both come up with 0 ""hits"" and possibly falsely concluding that there are no good ""hits"" (cases they are looking to count). Even if they reran the simulation 10 times each, then would still be 5 orders of magnitude below the population size which is 2/100,000 sampling which is not enough to get accurate results. Someone might say well 0 is very close to the real expected value (and that is true), but my point is by getting 0 ""hits"", no information is given about if a ""good"" event (the ones we are trying to count up exactly) even exist."
OgO1gpXSUzU,"We're saying we'd probably have fewer than 10.
That it'll be closer to the mean, not that it would be below the mean.
Whereas the gambler's fallacy would say it should be below that mean to quote, even out, the first 10.
Does that makes sense? OK, great questions.
Thank you.
All right, now you may not know this, but casinos are not in the business of being fair.
And the way they don't do that is in Europe, they're not all red and black.
They sneak in one green.
And so now if you bet red, well sometimes it isn't always red or black.
And furthermore, there is this 0.","27:30 But if we start counting from the beginning of the series, when we have 5 blacks in row, then the next black would change the series of 5 into the series of 6 ,which is more extreme. Can't I think this way ?"
OgO1gpXSUzU,"What does this mean? If I were to conduct an infinite number of trials of 10,000 bets each, my expected average return would indeed be minus 3.3%, and it would be between these values 95% of the time.
I've just subtracted and added this 3.5, saying nothing about what would happen in the other 5% of the time.
How far away I might be from this, this is totally silent on that subject.
Yes? AUDIENCE: I think you want 0.2 not 9.2.
JOHN GUTTAG: Oh, let's see.
Yep, I do.
Thank you.
We'll fix it on the spot.
This is why you have to come to lecture rather than just reading the slides, because I make mistakes.
Thank you, Eric.
All right, so it's telling me that, and that's all it means.
And it's amazing how often people don't quite know what this means.
For example, when they look at a political pole and they see how many votes somebody is expected to get.","Thank you for the great lecture. One question....at 39:00 I see it saying ""The return on betting a pocket 10k times in European roulette is -3.3%"". Was that based on the Monte Carlo sim? I ask because there are 37 pockets on a European roulette wheel. If you win it returns 35 to 1, plus your original wager, for 36 units returned on a win. 1/37 = 0.0270, for an expected return of -2.7%, or 97.3% (depending how you look at it) on European roulette. Thanks again for the awesome info...
At 38:02, I believe there is a typo: The confidence interval should be between -6.8% and +0.2% (not +9.2%). We get this because the avg return is -3.3% and adding +3.5% for the upper bound of the CI would yield 0.2%"
P3YoIxiz6to,"So in general, we have some problem A-- decision problem A and parameter k.
And we want to convert into some decision problem B with parameter k prime.
And of course, as usual, the set up is we're given an instance x.
This is going to look almost identical to NP Karp-style reductions, but then we're going to have one extra condition.
So instance x of A gets mapped to by a function f to an instance x prime of B.
X prime is f o x as usual.
This needs to be a polynomial time function just like for NP reductions, which means, in particular, x prime has polynomials size reduced back to x.
It should be answer preserving.
So x is yes instance for A if and only x prime is a yes instance for B.
So, so far, exactly NP reductions.
And then when we need one extra thing which is parameter preserving.
This is there's some function g, which I'll call the parameter blow up-- or, I guess you call it parameter growth for g-- such that the new parameter value for the converted instance is, at most, that function of the original parameter value of the original instance.
Question? AUDIENCE: Are there any limits on the amount of time that g can take to compute? PROFESSOR: g should be a computable function.
I think that's all we need.
Probably polynomial time is also a fine, but usually this is going to be like linear or polynomial or exponential.
It's rarely some insanely large thing, but computable would be nice.
Cool.
So that is our notion of parameterized reduction.
And the consequence, if this exists and B is fixed parameter tractable, then A is because we can take an instance of A converting it to B.
If the original parameter was founded by some k, this new parameter will be bounded by g of k.
New instance will be bounded of g of k.
So we run the FPT algorithm for B, and that gives us the answer to the original instance of A.
So if we don't care about what this function is, we are basically composing functions.
So there's some f dependence on k in this algorithm, and we're taking that function of g of k is our new function.
And we get a new dependence on k and the running time over FPT.
So what that means is if we believe it A does not have an FPT, then B does not have an FPT if we can do these reductions.","At around 21:00 you give the definition of a parameterized reduction. The classic definition usually states that a reduction is computable by some FPT algorithm (for example, in Flum & Grohe). Why do you opt to give this liberal definition of an FPT reduction, instead?"
PNKj529yY5c,"A small detail, not a particularly important one.
Now where are we.
We've got that guy there.
We've got our complete architecture.
We've got our solved problem.
And now we can start reflecting on what we've done.
We can say, for example, how good an integration program is this? And the answer is, it was pretty good.
This machine that Slagle was using was a machine that was over in building 26.
And we were so proud of it, that it was behind glass, and you could go there and watch the tape spin, it was really a delight.
32k of memory, that's 32k of memory.
It's amazing that he was able to do anything with a machine of that size.",How did he find functional composition depth at 34:45
PNKj529yY5c,"All good, I see some confused, worried, concerned looks.
Maybe I've made a mistake, perhaps I should use notes.
Well no, wait a minute.
For those of you who have a concerned look, remember that if x equals a sine y, then dx is equal to cosine y dy.
That's why it's cosine to the fourth not cosine to the fifth, as you were perhaps thinking it might be.
So now we've made some progress.
We look at this, we say, are there any safe transformations that apply? And the answer is, no.
Now we look for a heuristic transformation that might apply, and I say, what do you see? Which one? What's that? AUDIENCE: [INAUDIBLE].
SPEAKER 1: She said something unintelligible, but what she probably said is, that this looks like a pattern that might match with the heuristic transformation A, right? Because we have a function in which the variable is buried, universally in sines, or cosines, or tangents, or cotangents, or secants, or cosecants.
And we know we can rewrite that in one of three ways.
It's already written as a function of sine and cosine.
But we can also rewrite that in terms of tangent and cosecant.
Or cotangent and secant.
So when we do that, we can go this way, and we can get the integral of 1 over the cotangent of x dx.",Hey could someone explain me why dx = cos y at about 19:25? that would be very nice. I cant finde an explanation online. A good link would help me too. Thanks
PNKj529yY5c,"All right so that's progress, maybe.
But don't see this in any of the heuristic transformations, what do I do now? I didn't have to look in the heuristic transformations, because one of the safe transformations applies.
Because this thing is a rational function and the degree of the numerator is greater that the degree of the denominator, so I have to divide.
And when I divide, and that by the way is number four, I get what? Is anybody good high school algebra that can help me out with that? AUDIENCE: Y squared minus 2 plus negative 2 over 1 plus y squared SPEAKER 1: Exactly, y squared minus 1 plus 1 over 1 plus y squared, I think.",can anyone tell me at 28:50 how did he get that division result
PNKj529yY5c,"And now we have tangent to the fourth x dx.
Do I need the safe transformation supply? No.
Which of the-- you know something has to apply, otherwise it wouldn't be up here as an example.
So what of the heuristic transformation supply? Elliott.
AUDIENCE: [INAUDIBLE] SPEAKER 1: Yeah, B bravo.
Military background or something like that.
Maybe he flies airplanes.
OK so B says, it is in fact a function of the tangent.
And when we do that, we've got to make a substitution, that y is equal to the tangent.
So that means that this becomes the integral of y to the fourth over 1 plus y squared.
And that's by transformation B, and the transformation is y equals tangent of x.
The tangent-- I guess I've lost track of the fact that I've already transformed a y, but relabeling doesn't matter.",28:00 (tanx)^4 = y^4/(1 + y^2)^4 did he forget to put power 4 on the denominator
