,video_id,paragraph,questions
52,9TNI2wHmaeI,"And I'd like to talk a little bit about the relationship between NP-completeness and crypto.
Because we've made these assumptions about hardness.
Now, what's interesting here is that N composite is clearly in NP, but unknown if NP-complete.
So this is very interesting.
The tried and trusted algorithm for public key encryption relies on a computational assumption where the problem associated with that assumption is not even known to be NPC.
All right.
So that's kind of wild.
So how does this work? Or why does this work? Now, if you take other problems, like, is a graph 3-colorable? And so what does that mean? Well, you have three colors.
And you're not allowed to reuse the same color on two ends of an edge.
So if you put red over here, you can put red here, but you can't put red here and there.
And so that graph is 3-colorable.
But if you had a click, then this would not be 3-colorable.
Because you have all these edges.
You have three edges coming out.
And so clearly, the degree from a vertex is going to tell you what you have.
So if you have a 4-click over there, immediately it's not 3-colorable.
But checking whether a graphic is 3-colorable is NPC.
You can use a three set as a way of showing that.
So you can say, oh, wow, maybe I shouldn't be worried about RSA.","I believe that ""Is N composite?"" is not the appropriate decision problem for integer factorization. Since the AKS primality test has shown that ""PRIMES is in P,"" we can use AKS to determine whether an integer is composite. To do this, we simply run AKS and take the opposite of its output. A more suitable decision problem for integer factorization might be: ""Does a given number N have a factor d such that a < d <= b?"" This problem belongs to the NP class because a factor can be verified in polynomial time using the division algorithm. If we had a polynomial-time oracle to solve this decision problem, we could factor an integer in polynomial time by employing a binary search for factors within the interval (1, N-1], consulting the oracle. We could limit our search to prime factors by using AKS and then divide by each prime factor as often as possible once it is found. If the initial oracle query returns 'No,' we would conclude that N is the only factor. This algorithm would require O(log N) oracle calls per factor, and since a number N has O(log N / log log N) unique factors, according to a theorem in number theory, the overall process would result in a polynomial-time algorithm. However, such an algorithm would necessitate a polynomial-time oracle, the construction of which I will defer to the experts."
53,9g32v7bK3Co,"And again if you remember search problems, the solution to search problems was just a sequence of actions, said that's all I had, like a sequence of actions, a path that was a solution.
And the reason that was a good solution was like everything was deterministic, so I could just give you the path and then that was what you would follow.
But in the case of MDPs, the way we are defining a solution is by using this notion of a policy.
So a policy- let me actually write that here.
So we have defined an MDP but now I want to say well, what is a solution of an MDP? A solution of an Markov decision pro- process is a policy pi of S.","In this context, a policy is characterized as a direct mapping from the state space to the action space; for instance, the prescribed policy at station-4 is to walk. This interpretation diverges from the one presented in the seminal RL text by Sutton and Barto, where a policy is described as ""a mapping from states to the probabilities of selecting each possible action."" To illustrate, at station-4, the policy might entail a 40% probability of walking and a 60% probability of taking the train. Consequently, the policy evaluation algorithm introduced in this lecture deviates slightly by omitting the iteration over potential actions. It is commendable that the instructor emphasizes this distinction."
54,9g32v7bK3Co,"Those are like, the only things I'm storing, because that allows me to compute and if I've converged then that kind of allows me to keep going because I only need my previous values to update my new values, right.
In terms of complexity, well this is going to take order of T times S times S prime.
Well, why is that? Because I'm iterating over T times step, and I'm iterating over all my states and I'm summing over all S primes, right.
So because of that- that's a complex idea yet, and one thing to notice here, is it- it doesn't depend on actions, right.
It doesn't depend on the size of actions.
And the reason it doesn't depend on the size of actions as you have given me the policy, you are telling me follow this policy.
So if you've given me the policy then I don't really need to worry about, like, the number of actions I have.
Okay.
All right.
Um, here is just another like the same example that we have seen.
So at iteration T equal to 1, in, is going to get 4, end is going to get 0, at iteration 2 it gets a slightly better value.","In this context, a policy is characterized as a direct mapping from the state space to the action space; for instance, the prescribed policy at station-4 is to walk. This interpretation diverges from the one presented in the classic reinforcement learning text by Sutton and Barto, where a policy is described as ""a mapping from states to the probabilities of selecting each possible action."" To illustrate, at station-4, the policy might entail a 40% probability of choosing to walk and a 60% probability of opting to take the train. The policy evaluation algorithm introduced in this lecture is also distinct, as it does not iterate over all possible actions. The instructor's decision to emphasize this distinction is appreciated."
55,A6Ud6oUCRak,"So let's go from here over to here and say that the probability of a whole bunch of things-- x1 through x10-- is equal to some product of probabilities.
We'll let the index i run from n to 1.
Probability of x to the last one in the series, conditioned on all the other ones-- sorry, that's probability of i, i minus 1 down to x1 like so.
And for the first one in this product, i will be equal to n.
For the second one, i will be equal to n minus 1.
But you'll notice that as I go from n toward 1, these conditionals get smaller-- the number of things on condition get smaller, and none of these things are on the left.","I have a question regarding the explanation of the general formula for conditional probabilities. However, when we apply it to the case P(a, b, c), where x1 = a, x2 = b, and x3 = c, we do not obtain the same result as the professor; it seems the probabilities are shifted in the opposite direction. In other words, we end up with P(a) as the last term instead of P(c). Can someone explain to me where my mistake lies? Thank you."
56,A6Ud6oUCRak,"What's that mean? That means that if you know that we're dealing with z, then the probability of a doesn't depend on b.
b doesn't matter anymore once you're restricted to being in z.
So you can look at that this way.
Here's a, and here's b, and here is z.
So what we're saying is that we're restricting the world to being in this part of the universe where z is.
So the probability of a given b and z is this piece in here.
a given b and z is that part there.
And the probability of a given z is this part here divided by all of z.",Is the region for z correct? I think it should cover both a and b.
57,AbhV49lfaWw,"There are three parts.
And we also covered regularization before we go into regularization, so we've just discussed the three components.
We still haven't spoken of any trade-offs between them.
But this- this is the mental model to have in, you know, in your mind to decompose the- the test error into three parts, right? Part due to noise in the test data, that's irreducible error, part due to noise in the training data, that's variance and bias.
Now, we also spoke about regularization and we will see why regularization, er, plays a role in, um, um, shortly, soon.
So regularization is a way in which we want to penalize our estimated parameters from having very large values.","At the given timestamp, we discuss the ""noise"" in the training data that leads to variance when testing various models on the same test data point. These models are constructed from different samples. Is the noise we refer to solely attributable to these differing samples, or is it a combination of the varying samples and the irreducible error associated with each y_train (since each y has its own distribution, which, in the case of regression, is Gaussian) from the training data?"
58,Amd_bNYzgUw,"And this follows as a trivial consequence of the inclusion-exclusion rule for two sets, because the probability of A union B is equal to this plus this minus some probability, namely, the probability of the intersection.
So you're taking away something non-negative from these two in order to equal that.
In particular, then, this must be less than or equal to that.
And the closely related phenomenon is [? basi-- ?] [AUDIO OUT] The probability that A or B happens is greater than or equal to the probability that A happens.","Should its caption be ""Union Bound"" or ""Boole's Inequality""?"
59,B5y47gWt3co,"So the way we write this in terms of, um, uh, GIN operator is to say, aha, we are taking the messages from the children, we aggregate- we transform them using an MLP, this is our function f, and we summed them up.
Um, and then we also add 1 plus epsilon, where epsilon is some small, uh, learnable scalar, our own message transformed by f and then add the two together and pass through another function, uh, phi.","""What is the purpose of using the term (1 + epsilon) on slide 70?"""
60,BZTWXl9QNK8,"So they're on a scale of minutes.
So if you connect within the same minute, then you're in good shape.
And if you connect on the minute boundary, well, too bad.
Yet another problem with the scheme-- it's imperfect in many ways.
But most operating systems, including Linux, actually have ways of detecting if there's too many entries building up in this table that aren't being completed.
It switches to this other scheme instead to make sure it doesn't overflow this table.
Yeah.
AUDIENCE: So if the attacker has control of a lot of IP addresses, and they do this, and even if you switch it the same-- PROFESSOR: Yeah, so then actually there's not much you can do.
The reason that we were so worried about this scheme in the first place is because we wanted to filter out or somehow distinguish between the attacker and the good guys.
And if the attacker has more IP addresses and just controls more machines than the good guys, then he can just connect to our server and request lots of web pages or maintain connections.
And it's very hard then for the server to distinguish whether these are legitimate clients or just the attacker tying up resources of the server.
So you're absolutely right.
This only addresses the case where the attacker has a small number of IP addresses and wants to amplify his effect.","""If the timestamp is included in the message, then why does it matter whether you connect at the exact minute boundary?"""
61,C1lhuz6pZC0,"And if we know that, what's the order? AUDIENCE: [INAUDIBLE].
JOHN GUTTAG: N log n plus n-- I guess is order n log n, right? So it's pretty efficient.
And we can do this for big numbers like a million.
Log of a million times a million is not a very big number.
So it's very efficient.
Here's some code that uses greedy.
Takes in the items, the constraint, in this case will be the weight, and just calls greedy, but with the keyfunction and prints what we have.
So we're going to test greedy.
I actually think I used 750 in the code, but we can use 800.
It doesn't matter.
And here's something we haven't seen before.
So used greedy by value to allocate and calls testGreedy with food, maxUnits and Food.getValue.
Notice it's passing the function.
That's why it's not-- no closed parentheses after it.
Used greedy to allocate.","What is the purpose of the ""item""?"
62,C1lhuz6pZC0,"So let's go look at the code that does this.
So here you have it or maybe you don't, because every time I switch applications Windows decides I don't want to show you the screen anyway.
This really shouldn't be necessary.
Keep changes.
Why it keeps forgetting, I don't know.
Anyway, so here's the code.
It's all the code we just looked at.
Now let's run it.
Well, what we see here is that we use greedy by value to allocate 750 calories, and it chooses a burger, the pizza, and the wine for a total of-- a value of 284 happiness points, if you will.","I don't understand why we obtain different answers from the greedy algorithms when we use the same items and the same key function. Although it performs local optimization, it doesn't imply that the local optimization should vary with each execution of the program, provided that the parameters remain constant."
63,C6EWVBNCxsc,"So each level, in fact, is going to be exactly n over b cost.
We should be a little careful about the bottom because the base case-- I mean, it happens that the base case matches this.
But it's always good practice to think about the leaf level separately.
But the leaf level is just m over b times n over m The m's cancel, so m over b times n over m.
This is n over b.
So every level is n over b.
The number of levels is log of n over m.
Cool.
So the number of memory transfers is just the product of those two things.","I am curious as to why the height is lgN - lgM rather than lg(N/B) - lg(M/B). Although the result is the same, it is a bit confusing."
64,CAKSh3M0y8k,"Now, I can also cancel k if it's relatively prime to n.
And the reason is that if I have ak equivalent to bk mod n and the gcd of k and n is 1, then I have this k prime that's an inverse of k.
So, I just multiply both sides by the inverse of k, namely k prime.
And I get that the left hand side is a times k, k inverse.
And the right hand side is b times k, k inverse.
And of course, that's a times 1 is equivalent to b times 1.","""Where, then, is the proof for the associativity of modular multiplication? ;>"""
65,CG4ihzTaGdM,"So y of minus 1 is x of minus 1 minus x of minus 2.
Since both of those are 0, it says that the output at time minus 1 is 0.
Trivial, right? Trivial.
And similarly, we can just iterate through the solution to the whole signal.
So y of 0 is x of 0 minus x of minus 1.
x of 0 is that special one, that is 1.
So now we get 1 minus 0, which is 1.
y of 1 is x of 1 minus x of 0.
Now the special one is on the other side of the minus sign, so the answer is minus 1.
y of 2 is x of 2 minus x of 1 -- they're both 0.
And in fact, all the answers from now on are going to be 0.
So what I just did is a trivial example of -- I use a difference equation to represent a system, and I figured out the output signal from the input signal.
That's the method that we call-- that's the representation for discrete time systems that we refer to as difference equations.","""Isn't x[2] equal to 2, given that on the x-axis the values are -1 for x[-1], 0 for x[0], and so on? If that's not the case, where do the x values originate from? I'm confused; this isn't trivial."""
66,CHhwJjR0mZA,"This is a bit circular.
I'm going to define an array in terms of the word RAM, which is defined in terms of arrays.
But I think you know the idea.
So we have a big memory which goes off to infinity, maybe.
It's divided into words.
Each word here is w bits long.
This is word 0, word 1, word 2.
And you can access this array randomly-- random access memory.
So I can give you the number 5 and get 0 1, 2, 3, 4, 5, the fifth word in this RAM.
That's how actual memories work.
You can access any of them equally quickly.
OK, so that's memory.
And so what we want to do is, when we say an array, we want this to be a consecutive chunk of memory.
Let me get color.
Let's say I have an array of size 4 and it lives here.
Jason can't spell, but I can't count.
So I think that's four.
We've got-- so the array starts here and it ends over here.
It's of size 4.
And it's consecutive, which means, if I want to access the array at position-- at index i, then this is the same thing as accessing my memory array at position-- wherever the array starts, which I'll call the address of the array-- in Python, this is ID of array-- plus i.
OK.
This is just simple offset arithmetic.
If I want to know the 0th item of the array, it's right here, where it starts.
The first item is one after that.
The second item is one after that.
So as long as I store my array consecutively in memory, I can access the array in constant time.
I can do get_at and set_at as quickly as I can randomly access the memory and get value-- or set a value-- which we're assuming is constant time.","""If you cannot explain arrays without referring to their physical structure, words, and bits, then you have failed. Even he gives the impression that array elements are generic words, when in reality, an array can have elements of any size. My instructors from 35 years ago did a better job at explaining this."""
67,E-_ecpD5PkE,"So they're both important, they're doing slightly different things.
All right.
So let's talk about, ah, could we move this up, please? Thank you.
Okay.
So like we sort of started talking about before, um, well, let's- let's talk about first the baseline.
So how should we choose the baseline? Um, one thing that we can do for the baseline, is just to- like what that what we're seeing there, which is an empirical estimate of V_Pi i.
So we could say, in general, we wanna just have- use V_Pi i as a baseline.
That means we have to compute it somehow.
And the way we estimate that could be from Monte Carlo or it could be from TD methods.
All right.",Why has the definition of the advantage function now become the subtraction of two Q-value functions? I thought the advantage function was previously defined as the subtraction of the Q (state-action) function and the V (value) function.
68,E3f2Camj0Is,"They don't have to be- This has- doesn't have to be anything to do with value iteration.
These are just two different value functions.
One could be, you know, 1,3,7,2 and the other one could be 5,6,9,8.
Okay.
So we just have two different vectors of value functions and then we re-express what they are after we apply the Bellman backup operator.
So there's that max a, the immediate reward plus the discounted sum of future rewards where we've plugged in our two different value functions.
And then what we say there is, well, if you get to pick that max a separately for those two, the distance between those is lower bounded than if you kind of try to maximize that difference there by putting that max a in.
And then you can cancel the rewards.
So that's what happens in the third line.
And then the next thing we can do is we can bound and say the difference between these two value functions is diff- is, um, bounded by the maximum of the distance between those two.
So you can pick the places at which those value functions most differ.
And then you can move it out of the sum.",Does anybody understand how she got to the 2nd step of the equation?
69,E3f2Camj0Is,"Um, I in this case because we're thinking about processes that are infinite horizon, the value function is stationary, um, and it's fine if you have include self loops.
So, it's fine if some of the states that you might transition back to the same state there's no problem.
You do need that this matrix is well-defined.
That you can take that you can take the inverse of it.
Um, but for most processes that is.
Um, so, if we wanna solve this directly, um, this is nice it's analytic, um, but it requires taking a matrix inverse.
And if you have N states so let's say you have N states there's generally on the order of somewhere between N squared and N cubed depending on which matrix inversion you're using.
Yeah.
Is it ever actually possible for, uh, that matrix not to have an inverse or does like the property that like column sum to one or something make it not possible? Question was is it ever possible for this not to have an inverse? Um, it's a it's a good question.
Um, I think it's basically never possible for this not to have an inverse.
I'm trying to think whether or not that can be violated in some cases.
Um, if yeah sorry go ahead.
Okay.
[NOISE] Yeah.
So, I think there's a couple, um, if there's a- if this ends up being the zero matrix, um depending on how things are defined.
Um, but I'll double-check then send a note on a Piazza.
Yeah.
Well, actually I think the biggest side about the transition matrix [inaudible] Let me just double check so I don't say anything that's incorrect and then I'll just send a note on- on Piazza.","Conjecture: An inverse exists if gamma is in the range [0,1), and it fails to exist if gamma equals 1. This is easy to check for systems with one or two states."
70,EC6bf8JCpDQ,"Ah.
But first of all, none of those expressions condition any of the variables on anything other than non-descendants, all right? That's just because of the way I've arranged the variables.
And I can always do that because are no loops.
I can always chew away at the bottom.
That ensures that whenever I write a variable, it's going to be conditioned on stuff other than its descendants.
So all of these variables in any of these conditional probabilities are non-descendants.
Oh wait.
When I drew this diagram, I asserted that no variable depends on any non-descendant given its parents.
So if I know the parents of a variable I know that the variable is independent of all other non-descendants.
All right? Now I can start scratching stuff out.
Well, let's see.
I know that C, from my diagram, has only one parent, D.
So given its parent, it's independent of all other non-descendants.
So I can scratch them out.
D he has two parents, B and R.
But given that, I can scratch out any other non-descendant.
B is conditional on T and R.
Ah, but B has no parent.
So it actually is independent of those two guys.
The trashcan, yeah, that's dependent on R.
And R over here, the final thing in the chain, that's just a probability.
So now I have a way of calculating any entry in that table because any entry in that table is going to be some combination of values for all those variables.","Thank you for the lecture! During the segment where you explained the bottom-to-top approach, starting at the minute mark where you discussed ""chewing variables from the bottom,"" I noticed that you excluded the R variable from P(B | T, R), given that B has no parents and is thus independent of both T and R. Intuitively, this makes sense to me; however, the ""explaining away"" principle suggests a connection between B and R since they both can cause D. If we assume D is true, there is a relationship between B and R. For instance, if the dog barked and there is a burglar, this could ""explain away"" the possibility of a raccoon's presence, and the reverse is also true. My question is: when and how should the ""explaining away"" principle be applied in modeling a system with belief networks? Additionally, if it is to be used, how would the relationship between B and R be represented? I would greatly appreciate your insights on this matter.
The Markov blanket is employed for a more robust purpose: it is utilized when we seek to establish the conditional independence of a specific node (A) from all other nodes. To achieve this, we must condition on A's Markov blanket. This blanket encompasses the nodes discussed in the lecture, which include A's parents and descendants, as well as the parents of A's descendants, should they exist. Intuitively, this is due to the fact that a descendant of A is likely influenced by all its parents. Therefore, understanding the state of those parents is essential if we are to make assertions about the behavior of that descendant in relation to A."
71,EK0sgHPLou8,"So here's one example for the Mixup.
We can generate some virtual examples between two classes.
So the first image in the left-hand side is for the cat.
And then next one is for dog.
And then we can combine them to generate some images in between.
So from cat and dog.
So this image has around the 70% probability to be classified as a cat and the 30% to be classified as a dog.
So this is a very common and a useful ways to do data augmentation.
Any questions about the process for the Mixup? So in domain generation, Mixup itself can improve the performance of domain generations.
So let's see.
We here, we want to do the tissue classification from Camelyon and also to do some learned type prediction.","How do we ensure that the final interpolated example is coherent? Should we simply use a low weight for the off class, or does that not significantly affect the outcome?"
72,EmSmaW-ud6A,"There's only one negative edge weight here.
What if I just added a large number, or in particular, the negative of the smallest edge in my graph to every edge in my graph? Then I'll have a graph with non-negative weights.
Fantastic.
Why is that not a good idea? Well, in particular, if I did that to this graph, if I added 2 to every edge, the weight of this path, which was the shortest path, changed from weight 3 to weight 9, because I added 2 for every edge.
But this path, which wasn't a shortest path in the original graph-- it had weight 4-- increased only by 2.
Now that is a shortest path.
Or it's a shorter path than this one, so this one can't be a shortest path.
So that transformation, sure, would make all the weights non-negative, but would not preserve shortest paths.","The telescope sum ensures that any path between a pair of vertices can be adjusted by adding the same value. However, it does not preserve this uniform adjustment across the entire graph. In other words, the equality of edge weights in a reweighted graph may be altered. For instance, if the weight of edge A~D is 500 and B~Z is 300, they could be reweighted to A~D = 600 and B~Z = 700, respectively. Consequently, we cannot depend on the edge relationships in telescope-sum-reweighted graphs. This contrasts with the intuitive method of adding weight to every edge until all are non-negative, which, although not meeting the reweighting requirement, does maintain the equality of edge weights. This has been a blind spot for me; I was initially trying to understand how the reweighting process could preserve global relationships."
73,EzeYI7p9MjU,"I mean, you could have defined it differently.
We're going to go with less than or equal to.
So in general, the rank, of course, is something that could be used very easily to find the median.
So if you want to find the element of rank n plus 1 divided by 2 floor, that's what we call the lower median.
And n plus 1 divided by 2 ceiling is the upper median.
And they may be the same if n is odd.
But that's what we want.","Has anyone perhaps found the definition of 'rank' at timestamp 501:070 to 880? Generally, we will define the rank of x, from 502:880 to 510, as the count of numbers in the set that are less than or equal to x. I apologize for any confusion; the definition could have been different. We will adhere to the definition of rank as the count of numbers in the set that are less than or equal to x, from 504:270 to 750. Is there a typo? Upon reviewing the written notes, I found that ""the number of numbers in the set that are smaller than x"" is a more accurate description compared to the definition of rank presented on the blackboard in the video, which states ""numbers in the set that are smaller than x."" In summary, the discrepancy is between ""the number of numbers in the set"" and ""numbers in the set."""
74,EzeYI7p9MjU,"Let's say n is odd.
And it's floor of n over 2.
You can find that median.
Right, so it's pretty easy if you can do sorting.
But we're never satisfied with using a standard algorithm.
If we think that we can do better than that.
So the whole game here is going to be I'm going to find the median.
And I want to do it in better than theta n log n time.
OK, so that's what median finding is all about.
You're going to use divide and conquer for this.
And so in general, we're going to define, given a set of n numbers, define rank of x as the numbers in the set that are greater than-- I'm sorry, less than or equal to x.","Has anyone perhaps found the definition of 'rank' within the range of 501,070 to 880? Generally speaking, we will define the rank of x, within the range of 502,880 to 510, as the count of numbers in the set that are less than or equal to x. I apologize for any confusion; there might be a discrepancy. Upon reviewing the written notes, I found that ""the number of numbers in the set that are smaller than x"" seems to be a more accurate definition compared to what was defined on the blackboard in the video as ""numbers in the set that are smaller than x."" To clarify, the distinction is between ""the number of numbers in the set"" and ""numbers in the set."""
75,EzeYI7p9MjU,"PROFESSOR: O n-- exactly right.
So on test complexity-- and so we got over theta n cubed complexity, OK? So it makes sense to do divide and conquer if you can do better than this.
Because this is a really simple algorithm.
The good news is we will be able to do better than that.
And now that we have a particular algorithm-- I'm not quite ready to show you that yet.
Now that we have a particular algorithm, we can think about how we can improve things.
And of course we're going to use divide and conquer.
So let's go ahead and do that.
And so generally, the divide and conquer, as I mentioned before, in most cases, the division is pretty straightforward.
And that's the case here as well.
All the fun is going to be in the merge step.
Right, so what we're going to do, as you can imagine, is we're going to take these points.
And we're going to break them up.
And the way we're going to break them up is by dividing them into half lengths.
We're going to just draw a line.
And we're going to say everything to the left of the line is one sub problem, everything to the right of the line is another sub problem, go off and find the convex hull for each of the sub problems.
If you have two points, you're done, obviously.
It's trivial.
And at some point, you can say I'm just going to deal with brute force.
If we can go down to order n cubed, if n is small, I can just apply that algorithm.
So it doesn't even have to be the base case of n equals 1 or n equals 2.","It seems like there might be a typo or some context missing in the sentence you've provided. If ""n3"" refers to a specific place or term that is understood in the original context, the revised sentence could be:

""Why is it at n3?""

However, if ""n3"" is a placeholder for something else or a mistake, please provide the correct term or additional context for a more accurate revision."
76,EzeYI7p9MjU,"There's always a little bit of convenience thrown in here.
We will assume that the a has unique elements.
So there's nothing that's x, OK? Good.
So the recurrence, once you do that, is t of n equals-- we're going to just say it's order one for n less than or equal to 140.
Where did that come from? Well, like 140.
It's just a large number.
It came from the fact that you're going to see 10 minus 3, which is 7.
And then you want to multiply that by 2.
So some reasonably large number-- we're going to go off and we're going to assume that's a constant.
So you could sort those 140 numbers and find the median or whatever rank.
It's all constant time once you get down to the base case.
So you just want it to be large enough such that you could break it up and you have something interesting going on with respect to the number of columns.
So don't worry much about that number.
The key thing here is the recurrence, all right? And this is what we have spent the rest of our time on.
And I'll just write this out and explain where these numbers came from.
So that's our recurrence for n less than or equal to 140.
And else, you're going to do this.
So what is going on here? What are all of these components corresponding to this recurrence? Really quickly, this is simply something that says I'm finding the median of medians.",Can somebody explain why it is T(n/5) and not 5T(n/5)? Aren't we performing the recursion five times at each step?
77,FgzM3zpZ55o,"So, what does planning involve? Involves optimization, often generalization and delayed consequences.
You might take a move and go early and it might not be immediately obvious if that was a good move until many steps later but it doesn't involve exploration.
The idea and planning is that you're given a model of how the world works.
So, your given the rules of the game, for example, and you know what the reward is.
Um, and the hard part is computing what you should do given the model of the world.
So, it doesn't require exploration.
And supervised machine learning versus reinforcement learning.
It often involves optimization and generalization but frequently it doesn't invo-, involve either exploration or delayed consequences.
So, it doesn't tend to involve exploration because typically in supervised learning you're given a data set.","I wonder why the game of Go doesn't require exploration. In fact, even human players would compute several moves ahead to explore the possibilities."
78,FkfsmwAtDdY,"So now, I can start using these sets to make assertions about my database that can be useful to know.
So for example, if I want to say that every student is registered for some subject-- which, of course, they are-- what I would say is that D, the set of all students, is a subset of R inverse of J.
So this concise set theoretic containment statement-- d is a subset of R inverse of J-- is a slick way of writing the precise statement that says that all the students are registered for some subject.
Now, happens not to be true by the way.
Because if you look back at that example, Adam was not registered for a subject.","Why not use D = R^(-1)(J) to indicate that every student is registered for at least one subject? Using the ""is a subset of"" symbol contradicts my intuition, as it suggests that the domain of discourse could have fewer elements than the set of students registered for at least one subject, which is impossible."
79,FkfsmwAtDdY,"Which means that R of Jason is that set of two courses that he's associated with or that are associated with him-- that he's registered 6.042 and 6.012.
So at this point, we've applied R to one domain element-- one student Jason.
But the interesting case is when you apply R to a bunch of students.
So the general setup is that if x is a set of students-- a subset of the domain, which we've been showing in green-- then if I apply R to X, it gives me all the subjects that they're taking among them-- all the subjects that any one of them is taking.
Let's take a look at an example.
Well, another way to say it I guess is that R of X is everything in R that relates to things in X.
So if I look at Jason and Yihui and I want to know what do they connect to under R-- these are the subjects that Jason or Yihui is registered for.
The way I'd find that is by looking at the arrow diagram, and I'd find that Jason is taking 042 and 012.
And Yihui is taking 012 and 004.
So between them, they're taking three courses.
So R of Jason, Yihui is in fact 042, 012, and 004.
So another way to understand this idea of the image of a set R of X is that X is a set of points in the set that you're starting with called the domain.
And R of X is going to be all of the endpoints in the other set, the codomain, that start at X.
If I said that as a statement in formal logic or in set theory with logical notation, I would say that R of X is the set of j in subjects such that there is a d in X such that dRj.
So what that's exactly saying that dRj says that d is the starting point in the domain.
d is a student.
j is a subject.
dRj means there's an arrow that goes from student d to subject j.
And we're collecting the set of those j's that started some d.
So an arrow from X goes to j is what exists at d an X.
dRj means-- written in logic notation-- it's really talking about the endpoints of arrows, and that's a nice way to think about it.","I am troubled by something: the teacher uses the pipe symbol ""|"" and the dot symbol ""."", yet both seem to be translated as ""such as."" Is there a difference between these two symbols?"
80,FlGjISF3l78,"So you can have multiple levels of inheritance.
What happens when you create an object that is of type something that's been-- of a type that's the child class of a child class of a child class, right? What happens when you call a method on that object? Well, Python's are going to say, does a method with that name exist in my current class definition? And if so, use that.
But if not, then, look to my parents.
Do my parents know how to do that, right? Do my parents have a method for whatever I want to do? If so, use that.
If not, look to their parents, and so on and so on.
So you're sort of tracing back up your ancestry to figure out if you can do this method or not.
So let's look at a slightly more complicated example.
We have a class named Person.
It's going to inherit from Animal.
Inside this person, I'm going to create my own-- I'm going to create an __init__ method.
And the __init__ method is going to do something different than what the animal's __init__ method is doing.
It's going to take in self, as usual.
And it's going to take in two parameters as opposed to one, a name and an age.
First thing the __init__ method's doing is it's calling the animal's __init__ method.
Why am I doing that? Well, I could theoretically initialize the name and the age data attributes that Animal initializes in this method.","Why write Animal__init__(self, age) at all in the code?"
81,G7mqtB6npfE,"We can use B to compute A, so then A must be easy.
But since we know that A is hard, that there's something wrong in our logic, so B must be hard.
Does that makes sense? Yes? Sort of? So let's move onto an actual problem.
So the first problem we're going to reduce is the Hamiltonian path.
So a well-known NP hard problem is the Hamiltonian cycle.
So here our A is-- so it's a Hamiltonian cycle.
So what's a Hamiltonian cycle? So what's a Hamiltonian cycle? So a Hamiltonian cycle-- so let's say you have a graph.
So we have this graph.
Let me draw this out.
That's it.
So a Hamiltonian cycle is a cycle in the graph which starts at some vertex, visits all the other vertices, and comes back to the starting vertex.
So in this case, we could do something like go here, and then take this vertex, take this vertex, take this vertex, and come back here.
So that is a valid Hamiltonian cycle.
So this graph is a Hamiltonian cycle.
So the decision problem is here that given the graph, does it have a Hamiltonian cycle? And that problem is NP-hard, so you can [INAUDIBLE] polynomial [INAUDIBLE].
So now the new polynomial shows NP-hard, which is B is Hamiltonian path.
So the Hamiltonian path is a very similar problem.
Instead of a cycle, you remove the requirement that you have to come back to the starting point.
You can just start anywhere and [INAUDIBLE] all the vertices and stop.
So for example, if you remove this edge, this graph no longer has Hamiltonian cycle, but it has a Hamiltonian path, which is just this line.
Simple.
So this is a simple reduction because the problems are very similar.
So the first step is, of course, showing that Hamiltonian path is an NP.
So that should be pretty clear because-- so what is our certificate here? So if someone says, OK, I have solved the Hamiltonian path and this is my Hamiltonian path.",How is that possible? Aren't we required to avoid repeating any vertices in a Hamiltonian cycle?
82,GqmQg-cszw4,"In particular, lab one is going to rely on a lot of subtle details of C and Assembly code that we don't really teach in other classes here in as much detail.
So it's probably a good idea to start early.
And we'll try to get the TAs to hold office hours next week where we'll do some sort of a tutorial session where we can help you get started with understanding what a binary program looks like, how to disassemble it, how to figure out what's on the stack, and so on.
All right.
And I guess the one other thing, we're actually videotaping lectures this year.
So you might be able to watch these online.","Where can I learn about the appearance of a binary program, the process of disassembling it, and the method for determining the contents of the stack, as mentioned earlier? Additionally, I would like to know whether it is possible for one program to access the data stored in the memory of another program."
83,GqmQg-cszw4,"The system works.
But if I want to say that no one other than the TAs can access the grades file, this is a much harder problem to solve, because now I have to figure out what could all these non TA people in the world to try to get my grades file, right? They could try to just open it and read it.
Maybe my file system will disallow it.
But they might try all kinds of other attacks, like guessing the password for the TAs or stealing the TAs laptops or breaking into the room or who knows, right? This is all stuff that we have to really put into our threat model.
Probably for this class, I'm not that concerned about the grades file to worry about these guys' laptops being stolen from their dorm room.
Although maybe I should be.
I don't know.
It's hard to tell, right? And as a result, this security game is often not so clear cut as to what the right set of assumptions to make is.
And it's only after the fact that you often realize, well should have thought of that.
All right.","How do threat models go wrong?
Is there a more detailed explanation for the atoi conversion that results in writing 0?"
84,IM9ANAbufYM,"There are other methods that you should be able to figure out right now.
Even if you don't know class activation maps.
[NOISE] So to sum it up.
[NOISE] We have an image, [NOISE] input image, [NOISE] put it in your new network that is a binary classifier.
[NOISE] And the network says one.
You wanna figure out why the network says one, based on which pixels, what do you do? Visualize the weights.
[NOISE] Visualize the weights.
Uh, what do you visualize in the weights? The edges.
So I think visualizing the weights, uh, is not related to the input.
The weights are not gonna change based on the input.
So here you wanna know why this input led to one.","He says to visualize the weights, which is indeed true. This is because dY/dX actually yields the transposed weights (having the same shape as the input image), so we are essentially visualizing the weights. What am I missing here?"
